"No.","Time","Source","Destination","Protocol","Length","Info"
"20284","19:32:46.189376","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xf94a A ogs.google.com"
"20285","19:32:46.189731","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xd4d9 HTTPS ogs.google.com"
"20286","19:32:46.196099","180.250.13.34","10.107.135.158","DNS","145","Standard query response 0xd4d9 HTTPS ogs.google.com CNAME www3.l.google.com SOA ns1.google.com"
"20287","19:32:46.222978","180.250.13.34","10.107.135.158","DNS","191","Standard query response 0xf94a A ogs.google.com CNAME www3.l.google.com A 172.253.118.100 A 172.253.118.138 A 172.253.118.101 A 172.253.118.102 A 172.253.118.113 A 172.253.118.139"
"20467","19:32:50.757300","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x8071 A www.google.co.id"
"20468","19:32:50.757551","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xea22 HTTPS www.google.co.id"
"20470","19:32:50.759945","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x8071 A www.google.co.id CNAME forcesafesearch.google.com A 216.239.38.120"
"20472","19:32:50.760722","180.250.13.34","10.107.135.158","DNS","101","Standard query response 0xea22 HTTPS www.google.co.id HTTPS"
"21019","19:32:56.736651","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xdcf6 A ogs.google.com"
"21020","19:32:56.737170","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x5b7f HTTPS ogs.google.com"
"21021","19:32:56.740751","180.250.13.34","10.107.135.158","DNS","191","Standard query response 0xdcf6 A ogs.google.com CNAME www3.l.google.com A 142.251.12.138 A 142.251.12.100 A 142.251.12.139 A 142.251.12.113 A 142.251.12.101 A 142.251.12.102"
"21022","19:32:56.741708","180.250.13.34","10.107.135.158","DNS","145","Standard query response 0x5b7f HTTPS ogs.google.com CNAME www3.l.google.com SOA ns1.google.com"
"22363","19:33:03.359361","10.107.135.158","180.250.13.34","DNS","78","Standard query 0xd248 A api.intellimize.co"
"22364","19:33:03.359626","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x6326 HTTPS api.intellimize.co"
"22607","19:33:03.420109","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x0cbb A googleads.g.doubleclick.net"
"22608","19:33:03.420328","10.107.135.158","180.250.13.34","DNS","87","Standard query 0xd93a HTTPS googleads.g.doubleclick.net"
"22611","19:33:03.423328","180.250.13.34","10.107.135.158","DNS","151","Standard query response 0x0cbb A googleads.g.doubleclick.net A 172.253.118.154 A 172.253.118.155 A 172.253.118.156 A 172.253.118.157"
"22612","19:33:03.423870","180.250.13.34","10.107.135.158","DNS","112","Standard query response 0xd93a HTTPS googleads.g.doubleclick.net HTTPS"
"22616","19:33:03.433368","180.250.13.34","10.107.135.158","DNS","266","Standard query response 0xd248 A api.intellimize.co A 13.238.213.41 A 54.79.10.251 A 3.106.155.233 NS ns-1204.awsdns-22.org NS ns-1650.awsdns-14.co.uk NS ns-331.awsdns-41.com NS ns-702.awsdns-23.net"
"22629","19:33:03.454669","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x4e92 A www.googleadservices.com"
"22630","19:33:03.454959","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x809f HTTPS www.googleadservices.com"
"22631","19:33:03.457414","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0x4e92 A www.googleadservices.com A 74.125.130.156 A 74.125.130.154 A 74.125.130.157 A 74.125.130.155"
"22632","19:33:03.458542","180.250.13.34","10.107.135.158","DNS","109","Standard query response 0x809f HTTPS www.googleadservices.com HTTPS"
"22638","19:33:03.464307","10.107.135.158","180.250.13.34","DNS","78","Standard query 0xd4f4 A ad.doubleclick.net"
"22639","19:33:03.464706","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x10df HTTPS ad.doubleclick.net"
"22640","19:33:03.465951","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x5388 A q.quora.com"
"22641","19:33:03.466160","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xcafe HTTPS q.quora.com"
"22644","19:33:03.467954","180.250.13.34","10.107.135.158","DNS","110","Standard query response 0xd4f4 A ad.doubleclick.net A 142.251.10.148 A 142.251.10.149"
"22645","19:33:03.467954","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x10df HTTPS ad.doubleclick.net HTTPS"
"22650","19:33:03.470209","180.250.13.34","10.107.135.158","DNS","167","Standard query response 0x5388 A q.quora.com A 3.225.100.180 A 3.227.182.247 A 44.196.155.191 A 54.87.222.150 A 54.85.77.212 A 54.83.27.146"
"23064","19:33:03.665782","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0xcafe HTTPS q.quora.com SOA ns-1143.awsdns-14.org"
"23264","19:33:03.710852","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x5a42 A safebrowsing.googleapis.com"
"23265","19:33:03.711214","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x5bda HTTPS safebrowsing.googleapis.com"
"23423","19:33:03.750336","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x5a42 A safebrowsing.googleapis.com A 142.251.12.95"
"23496","19:33:03.769438","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x0128 A www.google.com"
"23501","19:33:03.769710","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x065e HTTPS www.google.com"
"23566","19:33:03.784280","180.250.13.34","10.107.135.158","DNS","99","Standard query response 0x065e HTTPS www.google.com HTTPS"
"23567","19:33:03.784280","180.250.13.34","10.107.135.158","DNS","120","Standard query response 0x0128 A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"23822","19:33:03.859051","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0x6326 HTTPS api.intellimize.co SOA ns-331.awsdns-41.com"
"24077","19:33:04.272493","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xefc7 A stats.g.doubleclick.net"
"24078","19:33:04.272874","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x3c35 HTTPS stats.g.doubleclick.net"
"24083","19:33:04.296307","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x6056 A www.google-analytics.com"
"24087","19:33:04.296695","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x4203 HTTPS www.google-analytics.com"
"24128","19:33:04.313522","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0xefc7 A stats.g.doubleclick.net A 74.125.68.157 A 74.125.68.154 A 74.125.68.155 A 74.125.68.156"
"24129","19:33:04.313522","180.250.13.34","10.107.135.158","DNS","143","Standard query response 0x3c35 HTTPS stats.g.doubleclick.net SOA ns1.google.com"
"24136","19:33:04.319210","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x6056 A www.google-analytics.com A 74.125.24.102 A 74.125.24.101 A 74.125.24.139 A 74.125.24.113 A 74.125.24.100 A 74.125.24.138"
"24137","19:33:04.319210","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x4203 HTTPS www.google-analytics.com SOA ns1.google.com"
"24186","19:33:04.394341","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x17e3 A adservice.google.com"
"24187","19:33:04.394647","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x7553 HTTPS adservice.google.com"
"24192","19:33:04.397952","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0x17e3 A adservice.google.com A 74.125.24.156 A 74.125.24.155 A 74.125.24.157 A 74.125.24.154"
"24193","19:33:04.398693","180.250.13.34","10.107.135.158","DNS","105","Standard query response 0x7553 HTTPS adservice.google.com HTTPS"
"24255","19:33:04.436378","10.107.135.158","180.250.13.34","DNS","98","Standard query 0x13c0 A 6033413.global.siteimproveanalytics.io"
"24256","19:33:04.436591","10.107.135.158","180.250.13.34","DNS","98","Standard query 0x2c2d HTTPS 6033413.global.siteimproveanalytics.io"
"24413","19:33:04.662164","180.250.13.34","10.107.135.158","DNS","295","Standard query response 0x2c2d HTTPS 6033413.global.siteimproveanalytics.io CNAME eu-central-1.global.siteimproveanalytics.io CNAME ana-collector-alb-eu-2022-09-08-450671463.eu-central-1.elb.amazonaws.com SOA ns-1689.awsdns-19.co.uk"
"24419","19:33:04.673711","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x22f9 A c.lytics.io"
"24420","19:33:04.674017","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xb22e HTTPS c.lytics.io"
"24428","19:33:04.759814","180.250.13.34","10.107.135.158","DNS","161","Standard query response 0xb22e HTTPS c.lytics.io HTTPS"
"24439","19:33:04.811678","180.250.13.34","10.107.135.158","DNS","119","Standard query response 0x22f9 A c.lytics.io A 104.26.2.22 A 104.26.3.22 A 172.67.73.236"
"24459","19:33:04.856674","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x0b46 A 117259316.intellimizeio.com"
"24460","19:33:04.856962","10.107.135.158","180.250.13.34","DNS","87","Standard query 0xd62e HTTPS 117259316.intellimizeio.com"
"24469","19:33:04.925310","10.107.135.158","180.250.13.34","DNS","78","Standard query 0xebc8 A log.intellimize.co"
"24470","19:33:04.925663","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x4ddf HTTPS log.intellimize.co"
"24497","19:33:04.989521","180.250.13.34","10.107.135.158","DNS","266","Standard query response 0xebc8 A log.intellimize.co A 52.32.71.222 A 35.155.135.106 A 44.236.135.61 NS ns-1204.awsdns-22.org NS ns-1650.awsdns-14.co.uk NS ns-331.awsdns-41.com NS ns-702.awsdns-23.net"
"24517","19:33:05.140379","180.250.13.34","10.107.135.158","DNS","272","Standard query response 0x0b46 A 117259316.intellimizeio.com A 52.64.232.159 A 13.237.167.166 A 54.253.240.228 NS ns-1481.awsdns-57.org NS ns-1974.awsdns-54.co.uk NS ns-441.awsdns-55.com NS ns-605.awsdns-11.net"
"24521","19:33:05.202079","180.250.13.34","10.107.135.158","DNS","380","Standard query response 0x13c0 A 6033413.global.siteimproveanalytics.io CNAME eu-central-1.global.siteimproveanalytics.io CNAME ana-collector-alb-eu-2022-09-08-450671463.eu-central-1.elb.amazonaws.com A 52.58.35.126 A 3.66.97.157 NS ns-1326.awsdns-37.org NS ns-1689.awsdns-19.co.uk NS ns-417.awsdns-52.com NS ns-613.awsdns-12.net"
"24531","19:33:05.249342","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0x4ddf HTTPS log.intellimize.co SOA ns-331.awsdns-41.com"
"24610","19:33:05.562710","180.250.13.34","10.107.135.158","DNS","168","Standard query response 0xd62e HTTPS 117259316.intellimizeio.com SOA ns-605.awsdns-11.net"
"25027","19:33:07.830491","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xc280 A bam.nr-data.net"
"25028","19:33:07.831032","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xe839 HTTPS bam.nr-data.net"
"25029","19:33:07.833585","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0xc280 A bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net A 162.247.241.14"
"25032","19:33:07.844555","180.250.13.34","10.107.135.158","DNS","201","Standard query response 0xe839 HTTPS bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net SOA ns1.cloudflare.net"
"25040","19:33:07.863446","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x74ec A cdn.polyfill.io"
"25041","19:33:07.863892","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xe2b5 HTTPS cdn.polyfill.io"
"25077","19:33:07.878499","180.250.13.34","10.107.135.158","DNS","210","Standard query response 0x74ec A cdn.polyfill.io CNAME dualstack.polyfill.map.fastly.net A 199.232.45.26 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net"
"25115","19:33:07.895733","10.107.135.158","180.250.13.34","DNS","84","Standard query 0xd06b A www.googletagmanager.com"
"25116","19:33:07.896318","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x9722 HTTPS www.googletagmanager.com"
"25198","19:33:07.919305","180.250.13.34","10.107.135.158","DNS","183","Standard query response 0xe2b5 HTTPS cdn.polyfill.io CNAME dualstack.polyfill.map.fastly.net SOA ns1.fastly.net"
"25199","19:33:07.919305","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x9722 HTTPS www.googletagmanager.com SOA ns1.google.com"
"25200","19:33:07.919305","180.250.13.34","10.107.135.158","DNS","100","Standard query response 0xd06b A www.googletagmanager.com A 74.125.68.97"
"25509","19:33:08.246179","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x886b A content-autofill.googleapis.com"
"25510","19:33:08.246458","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x2eff HTTPS content-autofill.googleapis.com"
"25515","19:33:08.249368","180.250.13.34","10.107.135.158","DNS","251","Standard query response 0x886b A content-autofill.googleapis.com A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 64.233.170.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95"
"25520","19:33:08.256154","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0x2eff HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"25582","19:33:08.295148","10.107.135.158","180.250.13.34","DNS","81","Standard query 0x7af8 A cdn.linkedin.oribi.io"
"25583","19:33:08.295535","10.107.135.158","180.250.13.34","DNS","81","Standard query 0x71e8 HTTPS cdn.linkedin.oribi.io"
"25586","19:33:08.300938","180.250.13.34","10.107.135.158","DNS","211","Standard query response 0x71e8 HTTPS cdn.linkedin.oribi.io CNAME d1ni990a184w7d.cloudfront.net SOA ns-1594.awsdns-07.co.uk"
"25588","19:33:08.302148","180.250.13.34","10.107.135.158","DNS","324","Standard query response 0x7af8 A cdn.linkedin.oribi.io CNAME d1ni990a184w7d.cloudfront.net A 108.138.141.67 A 108.138.141.11 A 108.138.141.95 A 108.138.141.17 NS ns-1303.awsdns-34.org NS ns-1594.awsdns-07.co.uk NS ns-46.awsdns-05.com NS ns-800.awsdns-36.net"
"25929","19:33:08.595305","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x80e4 A app.launchdarkly.com"
"25930","19:33:08.595595","10.107.135.158","180.250.13.34","DNS","80","Standard query 0xb71f HTTPS app.launchdarkly.com"
"25951","19:33:08.612579","180.250.13.34","10.107.135.158","DNS","209","Standard query response 0x80e4 A app.launchdarkly.com CNAME c3.shared.global.fastly.net A 199.232.46.217 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net"
"25952","19:33:08.615461","180.250.13.34","10.107.135.158","DNS","179","Standard query response 0xb71f HTTPS app.launchdarkly.com CNAME c3.shared.global.fastly.net SOA ns1.fastly.net"
"26127","19:33:08.744960","10.107.135.158","180.250.13.34","DNS","89","Standard query 0x7c61 A clientstream.launchdarkly.com"
"26128","19:33:08.745172","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xb7bf HTTPS clientstream.launchdarkly.com"
"26129","19:33:08.750014","180.250.13.34","10.107.135.158","DNS","200","Standard query response 0xb7bf HTTPS clientstream.launchdarkly.com CNAME clientstream-ga.launchdarkly.com SOA ns-550.awsdns-04.net"
"26130","19:33:08.761376","180.250.13.34","10.107.135.158","DNS","151","Standard query response 0x7c61 A clientstream.launchdarkly.com CNAME clientstream-ga.launchdarkly.com A 15.197.213.252 A 3.33.235.18"
"26978","19:33:09.218949","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x6975 A events.launchdarkly.com"
"26979","19:33:09.219343","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x0c81 HTTPS events.launchdarkly.com"
"26980","19:33:09.222276","180.250.13.34","10.107.135.158","DNS","211","Standard query response 0x6975 A events.launchdarkly.com A 54.86.246.63 A 54.235.104.53 A 44.209.144.86 A 44.196.125.45 A 35.173.153.33 A 23.22.56.62 A 52.206.204.68 A 54.175.249.243"
"27011","19:33:09.359880","180.250.13.34","10.107.135.158","DNS","164","Standard query response 0x0c81 HTTPS events.launchdarkly.com SOA ns-550.awsdns-04.net"
"31503","19:33:33.240393","10.107.135.158","180.250.13.34","DNS","70","Standard query 0xc8f2 A google.com"
"31504","19:33:33.240841","10.107.135.158","180.250.13.34","DNS","70","Standard query 0xab3c HTTPS google.com"
"31506","19:33:33.243902","180.250.13.34","10.107.135.158","DNS","116","Standard query response 0xc8f2 A google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"31507","19:33:33.244502","180.250.13.34","10.107.135.158","DNS","95","Standard query response 0xab3c HTTPS google.com HTTPS"
"31563","19:33:33.736747","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x84c3 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"31576","19:33:34.107634","180.250.13.34","10.107.135.158","DNS","419","Standard query response 0x84c3 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"31651","19:33:38.280950","10.107.135.158","180.250.13.34","DNS","95","Standard query 0x4ed4 A optimizationguide-pa.googleapis.com"
"31652","19:33:38.281641","10.107.135.158","180.250.13.34","DNS","95","Standard query 0x0fbb HTTPS optimizationguide-pa.googleapis.com"
"31653","19:33:38.284026","180.250.13.34","10.107.135.158","DNS","239","Standard query response 0x4ed4 A optimizationguide-pa.googleapis.com A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 172.253.118.95"
"31654","19:33:38.284961","180.250.13.34","10.107.135.158","DNS","152","Standard query response 0x0fbb HTTPS optimizationguide-pa.googleapis.com SOA ns1.google.com"
"31727","19:33:38.866539","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x2477 A id.tableau.com"
"31729","19:33:38.867959","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x5124 HTTPS id.tableau.com"
"31767","19:33:39.221694","180.250.13.34","10.107.135.158","DNS","243","Standard query response 0x2477 A id.tableau.com A 52.13.10.58 A 54.218.16.251 NS ns-1115.awsdns-11.org NS ns-1553.awsdns-02.co.uk NS ns-414.awsdns-51.com NS ns-579.awsdns-08.net"
"31775","19:33:39.282098","180.250.13.34","10.107.135.158","DNS","158","Standard query response 0x5124 HTTPS id.tableau.com SOA ns-1553.awsdns-02.co.uk"
"31857","19:33:39.966859","10.107.135.158","180.250.13.34","DNS","77","Standard query 0xd073 A cdn.cookielaw.org"
"31858","19:33:39.967234","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x992d HTTPS cdn.cookielaw.org"
"31860","19:33:39.969941","180.250.13.34","10.107.135.158","DNS","109","Standard query response 0xd073 A cdn.cookielaw.org A 104.19.187.97 A 104.19.188.97"
"31862","19:33:39.972333","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0x992d HTTPS cdn.cookielaw.org HTTPS"
"32423","19:33:41.552517","10.107.135.158","180.250.13.34","DNS","81","Standard query 0xef0a A js-agent.newrelic.com"
"32424","19:33:41.552826","10.107.135.158","180.250.13.34","DNS","81","Standard query 0xa9cf HTTPS js-agent.newrelic.com"
"32425","19:33:41.555742","180.250.13.34","10.107.135.158","DNS","145","Standard query response 0xef0a A js-agent.newrelic.com A 151.101.194.110 A 151.101.2.110 A 151.101.66.110 A 151.101.130.110"
"32426","19:33:41.556415","180.250.13.34","10.107.135.158","DNS","176","Standard query response 0xa9cf HTTPS js-agent.newrelic.com CNAME k.sni.global.fastly.net SOA ns1.fastly.net"
"32495","19:33:41.746652","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x4c61 A cdns.tblsft.com"
"32496","19:33:41.746949","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xedaf HTTPS cdns.tblsft.com"
"32519","19:33:41.850816","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xae68 A beacons.gvt2.com"
"32520","19:33:41.851177","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x8cdd HTTPS beacons.gvt2.com"
"32521","19:33:41.854230","180.250.13.34","10.107.135.158","DNS","92","Standard query response 0xae68 A beacons.gvt2.com A 74.125.24.94"
"32522","19:33:41.854823","180.250.13.34","10.107.135.158","DNS","156","Standard query response 0x8cdd HTTPS beacons.gvt2.com CNAME beacons6.gvt2.com SOA ns1.google.com"
"32563","19:33:41.967829","180.250.13.34","10.107.135.158","DNS","217","Standard query response 0xedaf HTTPS cdns.tblsft.com CNAME globalcdn-cdns.tblsft.com.edgekey.net CNAME e7843.a.akamaiedge.net SOA n0a.akamaiedge.net"
"32684","19:33:42.150125","180.250.13.34","10.107.135.158","DNS","175","Standard query response 0x4c61 A cdns.tblsft.com CNAME globalcdn-cdns.tblsft.com.edgekey.net CNAME e7843.a.akamaiedge.net A 23.32.119.34"
"32696","19:33:42.191835","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x106c A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"32749","19:33:42.587712","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x106c A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"32755","19:33:42.675926","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x4a10 A www.msftconnecttest.com"
"32756","19:33:42.679401","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0x4a10 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"32871","19:33:45.211068","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x5265 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net"
"32876","19:33:45.843670","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x5265 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-00.deakh.mongodb.net CNAME ec2-99-80-96-42.eu-west-1.compute.amazonaws.com A 99.80.96.42 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"32975","19:33:50.659976","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xfd84 A b1.nel.goog"
"32976","19:33:50.660943","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x6a2c HTTPS b1.nel.goog"
"32977","19:33:50.662988","180.250.13.34","10.107.135.158","DNS","87","Standard query response 0xfd84 A b1.nel.goog A 74.125.24.94"
"32979","19:33:50.664684","180.250.13.34","10.107.135.158","DNS","131","Standard query response 0x6a2c HTTPS b1.nel.goog SOA ns1.google.com"
"33349","19:33:58.401135","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x4e85 A ssl.gstatic.com"
"33350","19:33:58.401776","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x1c30 HTTPS ssl.gstatic.com"
"33351","19:33:58.404375","180.250.13.34","10.107.135.158","DNS","91","Standard query response 0x4e85 A ssl.gstatic.com A 74.125.24.94"
"33352","19:33:58.405335","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x1c30 HTTPS ssl.gstatic.com SOA ns1.google.com"
"33404","19:33:59.965038","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xe20d A steamusercontent-a.akamaihd.net"
"33405","19:33:59.999233","180.250.13.34","10.107.135.158","DNS","210","Standard query response 0xe20d A steamusercontent-a.akamaihd.net CNAME steamusercontent-a.akamaihd.net.edgesuite.net CNAME a323.dscb.akamai.net A 118.98.77.91 A 118.98.77.97"
"33642","19:34:07.080086","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x8ac1 A sb-ssl.google.com"
"33643","19:34:07.080907","10.107.135.158","180.250.13.34","DNS","77","Standard query 0xb4a1 HTTPS sb-ssl.google.com"
"33644","19:34:07.084409","180.250.13.34","10.107.135.158","DNS","164","Standard query response 0x8ac1 A sb-ssl.google.com CNAME sb-ssl.l.google.com A 74.125.24.93 A 74.125.24.91 A 74.125.24.136 A 74.125.24.190"
"33645","19:34:07.085522","180.250.13.34","10.107.135.158","DNS","150","Standard query response 0xb4a1 HTTPS sb-ssl.google.com CNAME sb-ssl.l.google.com SOA ns1.google.com"
"34172","19:34:23.236880","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x8c3e A identity.idp.tableau.com"
"34173","19:34:23.237176","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x7acd HTTPS identity.idp.tableau.com"
"34183","19:34:23.680260","180.250.13.34","10.107.135.158","DNS","195","Standard query response 0x7acd HTTPS identity.idp.tableau.com CNAME ingress.idp.tableau.com.cdn.cloudflare.net SOA ns1.cloudflare.net"
"34222","19:34:23.965160","180.250.13.34","10.107.135.158","DNS","172","Standard query response 0x8c3e A identity.idp.tableau.com CNAME ingress.idp.tableau.com.cdn.cloudflare.net A 104.18.28.198 A 104.18.29.198"
"34281","19:34:24.712025","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x2ea1 A www.googletagmanager.com"
"34282","19:34:24.712360","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x57d2 HTTPS www.googletagmanager.com"
"34283","19:34:24.714839","180.250.13.34","10.107.135.158","DNS","100","Standard query response 0x2ea1 A www.googletagmanager.com A 142.251.10.97"
"34284","19:34:24.715741","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x57d2 HTTPS www.googletagmanager.com SOA ns1.google.com"
"34500","19:34:25.974929","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x03a5 A www.googleapis.com"
"34501","19:34:25.975299","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x7fe9 HTTPS www.googleapis.com"
"34502","19:34:25.978327","180.250.13.34","10.107.135.158","DNS","222","Standard query response 0x03a5 A www.googleapis.com A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95"
"34503","19:34:25.978327","180.250.13.34","10.107.135.158","DNS","135","Standard query response 0x7fe9 HTTPS www.googleapis.com SOA ns1.google.com"
"34521","19:34:26.071760","10.107.135.158","180.250.13.34","DNS","96","Standard query 0x7292 A passwordsleakcheck-pa.googleapis.com"
"34522","19:34:26.074176","10.107.135.158","180.250.13.34","DNS","96","Standard query 0xa60a HTTPS passwordsleakcheck-pa.googleapis.com"
"34524","19:34:26.112013","180.250.13.34","10.107.135.158","DNS","256","Standard query response 0x7292 A passwordsleakcheck-pa.googleapis.com A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 64.233.170.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95"
"34530","19:34:26.117320","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0xa60a HTTPS passwordsleakcheck-pa.googleapis.com SOA ns1.google.com"
"34749","19:34:32.071294","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x2141 A content-autofill.googleapis.com"
"34750","19:34:32.071717","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xc8d8 HTTPS content-autofill.googleapis.com"
